LISZT_FERENC_STATION__MEMORY;LISZT_FERENC_STATION__LOAD_OF_RESOURCE;LISZT_FERENC_STATION__TOTAL_PROCESSING_POWER;KALOCSA_FOKTO_STATION__MEMORY;KALOCSA_FOKTO_STATION__LOAD_OF_RESOURCE;KALOCSA_FOKTO_STATION__TOTAL_PROCESSING_POWER;DEBRECEN_INTERNATIONAL_AIRPORT__MEMORY;DEBRECEN_INTERNATIONAL_AIRPORT__LOAD_OF_RESOURCE;DEBRECEN_INTERNATIONAL_AIRPORT__TOTAL_PROCESSING_POWER;KECSKEMET_AIRPORT__MEMORY;KECSKEMET_AIRPORT__LOAD_OF_RESOURCE;KECSKEMET_AIRPORT__TOTAL_PROCESSING_POWER;BUDAPEST_MAIN__MEMORY;BUDAPEST_MAIN__LOAD_OF_RESOURCE;BUDAPEST_MAIN__TOTAL_PROCESSING_POWER;
420906795008,00000000;392,00000000;0,00098000;85899345920,00000000;80,00000000;0,00020000;141733920768,00000000;132,00000000;0,00033000;124554051584,00000000;116,00000000;0,00029000;81604378624,00000000;152,00000000;0,00019000;
420906795008,00000000;392,00000000;0,00098000;85899345920,00000000;80,00000000;0,00020000;141733920768,00000000;132,00000000;0,00033000;124554051584,00000000;116,00000000;0,00029000;85899345920,00000000;160,00000000;0,00020000;
420906795008,00000000;392,00000000;0,00098000;85899345920,00000000;80,00000000;0,00020000;137438953472,00000000;128,00000000;0,00032000;124554051584,00000000;116,00000000;0,00029000;85899345920,00000000;160,00000000;0,00020000;
420906795008,00000000;392,00000000;0,00098000;90194313216,00000000;84,00000000;0,00021000;137438953472,00000000;128,00000000;0,00032000;124554051584,00000000;116,00000000;0,00029000;85899345920,00000000;160,00000000;0,00020000;
416611827712,00000000;388,00000000;0,00097000;90194313216,00000000;84,00000000;0,00021000;133143986176,00000000;124,00000000;0,00031000;120259084288,00000000;112,00000000;0,00028000;90194313216,00000000;168,00000000;0,00021000;
416611827712,00000000;388,00000000;0,00097000;94489280512,00000000;88,00000000;0,00022000;133143986176,00000000;124,00000000;0,00031000;120259084288,00000000;112,00000000;0,00028000;90194313216,00000000;168,00000000;0,00021000;
416611827712,00000000;388,00000000;0,00097000;94489280512,00000000;88,00000000;0,00022000;133143986176,00000000;124,00000000;0,00031000;120259084288,00000000;112,00000000;0,00028000;94489280512,00000000;176,00000000;0,00022000;
416611827712,00000000;388,00000000;0,00097000;94489280512,00000000;88,00000000;0,00022000;133143986176,00000000;124,00000000;0,00031000;120259084288,00000000;112,00000000;0,00028000;94489280512,00000000;176,00000000;0,00022000;
416611827712,00000000;388,00000000;0,00097000;94489280512,00000000;88,00000000;0,00022000;137438953472,00000000;128,00000000;0,00032000;120259084288,00000000;112,00000000;0,00028000;94489280512,00000000;176,00000000;0,00022000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;137438953472,00000000;128,00000000;0,00032000;120259084288,00000000;112,00000000;0,00028000;94489280512,00000000;176,00000000;0,00022000;
420906795008,00000000;392,00000000;0,00098000;98784247808,00000000;92,00000000;0,00023000;137438953472,00000000;128,00000000;0,00032000;120259084288,00000000;112,00000000;0,00028000;94489280512,00000000;176,00000000;0,00022000;
420906795008,00000000;392,00000000;0,00098000;98784247808,00000000;92,00000000;0,00023000;137438953472,00000000;128,00000000;0,00032000;120259084288,00000000;112,00000000;0,00028000;98784247808,00000000;184,00000000;0,00023000;
420906795008,00000000;392,00000000;0,00098000;98784247808,00000000;92,00000000;0,00023000;137438953472,00000000;128,00000000;0,00032000;124554051584,00000000;116,00000000;0,00029000;98784247808,00000000;184,00000000;0,00023000;
420906795008,00000000;392,00000000;0,00098000;98784247808,00000000;92,00000000;0,00023000;141733920768,00000000;132,00000000;0,00033000;124554051584,00000000;116,00000000;0,00029000;98784247808,00000000;184,00000000;0,00023000;
420906795008,00000000;392,00000000;0,00098000;98784247808,00000000;92,00000000;0,00023000;141733920768,00000000;132,00000000;0,00033000;124554051584,00000000;116,00000000;0,00029000;98784247808,00000000;184,00000000;0,00023000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;141733920768,00000000;132,00000000;0,00033000;124554051584,00000000;116,00000000;0,00029000;98784247808,00000000;184,00000000;0,00023000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;141733920768,00000000;132,00000000;0,00033000;124554051584,00000000;116,00000000;0,00029000;103079215104,00000000;192,00000000;0,00024000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;103079215104,00000000;192,00000000;0,00024000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;146028888064,00000000;136,00000000;0,00034000;128849018880,00000000;120,00000000;0,00030000;103079215104,00000000;192,00000000;0,00024000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;146028888064,00000000;136,00000000;0,00034000;128849018880,00000000;120,00000000;0,00030000;103079215104,00000000;192,00000000;0,00024000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;146028888064,00000000;136,00000000;0,00034000;128849018880,00000000;120,00000000;0,00030000;103079215104,00000000;192,00000000;0,00024000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;146028888064,00000000;136,00000000;0,00034000;128849018880,00000000;120,00000000;0,00030000;107374182400,00000000;200,00000000;0,00025000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;146028888064,00000000;136,00000000;0,00034000;128849018880,00000000;120,00000000;0,00030000;107374182400,00000000;200,00000000;0,00025000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;150323855360,00000000;140,00000000;0,00035000;128849018880,00000000;120,00000000;0,00030000;107374182400,00000000;200,00000000;0,00025000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;150323855360,00000000;140,00000000;0,00035000;128849018880,00000000;120,00000000;0,00030000;107374182400,00000000;200,00000000;0,00025000;
420906795008,00000000;392,00000000;0,00098000;111669149696,00000000;104,00000000;0,00026000;150323855360,00000000;140,00000000;0,00035000;128849018880,00000000;120,00000000;0,00030000;107374182400,00000000;200,00000000;0,00025000;
420906795008,00000000;392,00000000;0,00098000;111669149696,00000000;104,00000000;0,00026000;150323855360,00000000;140,00000000;0,00035000;128849018880,00000000;120,00000000;0,00030000;111669149696,00000000;208,00000000;0,00026000;
420906795008,00000000;392,00000000;0,00098000;111669149696,00000000;104,00000000;0,00026000;150323855360,00000000;140,00000000;0,00035000;128849018880,00000000;120,00000000;0,00030000;111669149696,00000000;208,00000000;0,00026000;
420906795008,00000000;392,00000000;0,00098000;111669149696,00000000;104,00000000;0,00026000;150323855360,00000000;140,00000000;0,00035000;128849018880,00000000;120,00000000;0,00030000;111669149696,00000000;208,00000000;0,00026000;
420906795008,00000000;392,00000000;0,00098000;115964116992,00000000;108,00000000;0,00027000;150323855360,00000000;140,00000000;0,00035000;128849018880,00000000;120,00000000;0,00030000;111669149696,00000000;208,00000000;0,00026000;
420906795008,00000000;392,00000000;0,00098000;115964116992,00000000;108,00000000;0,00027000;146028888064,00000000;136,00000000;0,00034000;128849018880,00000000;120,00000000;0,00030000;115964116992,00000000;216,00000000;0,00027000;
420906795008,00000000;392,00000000;0,00098000;115964116992,00000000;108,00000000;0,00027000;146028888064,00000000;136,00000000;0,00034000;128849018880,00000000;120,00000000;0,00030000;115964116992,00000000;216,00000000;0,00027000;
420906795008,00000000;392,00000000;0,00098000;120259084288,00000000;112,00000000;0,00028000;146028888064,00000000;136,00000000;0,00034000;128849018880,00000000;120,00000000;0,00030000;115964116992,00000000;216,00000000;0,00027000;
420906795008,00000000;392,00000000;0,00098000;120259084288,00000000;112,00000000;0,00028000;146028888064,00000000;136,00000000;0,00034000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;224,00000000;0,00028000;
420906795008,00000000;392,00000000;0,00098000;120259084288,00000000;112,00000000;0,00028000;146028888064,00000000;136,00000000;0,00034000;128849018880,00000000;120,00000000;0,00030000;120259084288,00000000;224,00000000;0,00028000;
420906795008,00000000;392,00000000;0,00098000;120259084288,00000000;112,00000000;0,00028000;146028888064,00000000;136,00000000;0,00034000;133143986176,00000000;124,00000000;0,00031000;120259084288,00000000;224,00000000;0,00028000;
420906795008,00000000;392,00000000;0,00098000;120259084288,00000000;112,00000000;0,00028000;146028888064,00000000;136,00000000;0,00034000;133143986176,00000000;124,00000000;0,00031000;120259084288,00000000;224,00000000;0,00028000;
420906795008,00000000;392,00000000;0,00098000;124554051584,00000000;116,00000000;0,00029000;146028888064,00000000;136,00000000;0,00034000;133143986176,00000000;124,00000000;0,00031000;120259084288,00000000;224,00000000;0,00028000;
420906795008,00000000;392,00000000;0,00098000;124554051584,00000000;116,00000000;0,00029000;146028888064,00000000;136,00000000;0,00034000;133143986176,00000000;124,00000000;0,00031000;124554051584,00000000;232,00000000;0,00029000;
420906795008,00000000;392,00000000;0,00098000;124554051584,00000000;116,00000000;0,00029000;146028888064,00000000;136,00000000;0,00034000;133143986176,00000000;124,00000000;0,00031000;124554051584,00000000;232,00000000;0,00029000;
420906795008,00000000;392,00000000;0,00098000;124554051584,00000000;116,00000000;0,00029000;146028888064,00000000;136,00000000;0,00034000;133143986176,00000000;124,00000000;0,00031000;124554051584,00000000;232,00000000;0,00029000;
420906795008,00000000;392,00000000;0,00098000;124554051584,00000000;116,00000000;0,00029000;146028888064,00000000;136,00000000;0,00034000;137438953472,00000000;128,00000000;0,00032000;124554051584,00000000;232,00000000;0,00029000;
420906795008,00000000;392,00000000;0,00098000;128849018880,00000000;120,00000000;0,00030000;146028888064,00000000;136,00000000;0,00034000;137438953472,00000000;128,00000000;0,00032000;124554051584,00000000;232,00000000;0,00029000;
420906795008,00000000;392,00000000;0,00098000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;137438953472,00000000;128,00000000;0,00032000;128849018880,00000000;240,00000000;0,00030000;
420906795008,00000000;392,00000000;0,00098000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;240,00000000;0,00030000;
420906795008,00000000;392,00000000;0,00098000;133143986176,00000000;124,00000000;0,00031000;141733920768,00000000;132,00000000;0,00033000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;240,00000000;0,00030000;
420906795008,00000000;392,00000000;0,00098000;133143986176,00000000;124,00000000;0,00031000;141733920768,00000000;132,00000000;0,00033000;141733920768,00000000;132,00000000;0,00033000;133143986176,00000000;248,00000000;0,00031000;
420906795008,00000000;392,00000000;0,00098000;133143986176,00000000;124,00000000;0,00031000;137438953472,00000000;128,00000000;0,00032000;146028888064,00000000;136,00000000;0,00034000;133143986176,00000000;248,00000000;0,00031000;
420906795008,00000000;392,00000000;0,00098000;137438953472,00000000;128,00000000;0,00032000;137438953472,00000000;128,00000000;0,00032000;146028888064,00000000;136,00000000;0,00034000;133143986176,00000000;248,00000000;0,00031000;
420906795008,00000000;392,00000000;0,00098000;137438953472,00000000;128,00000000;0,00032000;137438953472,00000000;128,00000000;0,00032000;146028888064,00000000;136,00000000;0,00034000;137438953472,00000000;256,00000000;0,00032000;
416611827712,00000000;388,00000000;0,00097000;137438953472,00000000;128,00000000;0,00032000;133143986176,00000000;124,00000000;0,00031000;146028888064,00000000;136,00000000;0,00034000;137438953472,00000000;256,00000000;0,00032000;
416611827712,00000000;388,00000000;0,00097000;141733920768,00000000;132,00000000;0,00033000;133143986176,00000000;124,00000000;0,00031000;146028888064,00000000;136,00000000;0,00034000;137438953472,00000000;256,00000000;0,00032000;
412316860416,00000000;384,00000000;0,00096000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;141733920768,00000000;264,00000000;0,00033000;
412316860416,00000000;384,00000000;0,00096000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;141733920768,00000000;264,00000000;0,00033000;
412316860416,00000000;384,00000000;0,00096000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;146028888064,00000000;272,00000000;0,00034000;
412316860416,00000000;384,00000000;0,00096000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;146028888064,00000000;272,00000000;0,00034000;
412316860416,00000000;384,00000000;0,00096000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;146028888064,00000000;272,00000000;0,00034000;
412316860416,00000000;384,00000000;0,00096000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;146028888064,00000000;272,00000000;0,00034000;
412316860416,00000000;384,00000000;0,00096000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;146028888064,00000000;272,00000000;0,00034000;
412316860416,00000000;384,00000000;0,00096000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;150323855360,00000000;280,00000000;0,00035000;
412316860416,00000000;384,00000000;0,00096000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;150323855360,00000000;280,00000000;0,00035000;
412316860416,00000000;384,00000000;0,00096000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;150323855360,00000000;280,00000000;0,00035000;
416611827712,00000000;388,00000000;0,00097000;141733920768,00000000;132,00000000;0,00033000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;150323855360,00000000;280,00000000;0,00035000;
416611827712,00000000;388,00000000;0,00097000;137438953472,00000000;128,00000000;0,00032000;128849018880,00000000;120,00000000;0,00030000;141733920768,00000000;132,00000000;0,00033000;150323855360,00000000;280,00000000;0,00035000;
416611827712,00000000;388,00000000;0,00097000;137438953472,00000000;128,00000000;0,00032000;124554051584,00000000;116,00000000;0,00029000;137438953472,00000000;128,00000000;0,00032000;154618822656,00000000;288,00000000;0,00036000;
420906795008,00000000;392,00000000;0,00098000;124554051584,00000000;116,00000000;0,00029000;124554051584,00000000;116,00000000;0,00029000;137438953472,00000000;128,00000000;0,00032000;154618822656,00000000;288,00000000;0,00036000;
420906795008,00000000;392,00000000;0,00098000;124554051584,00000000;116,00000000;0,00029000;120259084288,00000000;112,00000000;0,00028000;133143986176,00000000;124,00000000;0,00031000;158913789952,00000000;296,00000000;0,00037000;
420906795008,00000000;392,00000000;0,00098000;120259084288,00000000;112,00000000;0,00028000;120259084288,00000000;112,00000000;0,00028000;133143986176,00000000;124,00000000;0,00031000;158913789952,00000000;296,00000000;0,00037000;
420906795008,00000000;392,00000000;0,00098000;120259084288,00000000;112,00000000;0,00028000;111669149696,00000000;104,00000000;0,00026000;124554051584,00000000;116,00000000;0,00029000;163208757248,00000000;304,00000000;0,00038000;
420906795008,00000000;392,00000000;0,00098000;111669149696,00000000;104,00000000;0,00026000;111669149696,00000000;104,00000000;0,00026000;124554051584,00000000;116,00000000;0,00029000;163208757248,00000000;304,00000000;0,00038000;
420906795008,00000000;392,00000000;0,00098000;111669149696,00000000;104,00000000;0,00026000;103079215104,00000000;96,00000000;0,00024000;120259084288,00000000;112,00000000;0,00028000;167503724544,00000000;312,00000000;0,00039000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;103079215104,00000000;96,00000000;0,00024000;120259084288,00000000;112,00000000;0,00028000;167503724544,00000000;312,00000000;0,00039000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;103079215104,00000000;96,00000000;0,00024000;120259084288,00000000;112,00000000;0,00028000;167503724544,00000000;312,00000000;0,00039000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;103079215104,00000000;96,00000000;0,00024000;111669149696,00000000;104,00000000;0,00026000;167503724544,00000000;312,00000000;0,00039000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;103079215104,00000000;96,00000000;0,00024000;111669149696,00000000;104,00000000;0,00026000;167503724544,00000000;312,00000000;0,00039000;
420906795008,00000000;392,00000000;0,00098000;107374182400,00000000;100,00000000;0,00025000;103079215104,00000000;96,00000000;0,00024000;111669149696,00000000;104,00000000;0,00026000;167503724544,00000000;312,00000000;0,00039000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;103079215104,00000000;96,00000000;0,00024000;111669149696,00000000;104,00000000;0,00026000;163208757248,00000000;304,00000000;0,00038000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;103079215104,00000000;96,00000000;0,00024000;115964116992,00000000;108,00000000;0,00027000;163208757248,00000000;304,00000000;0,00038000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;98784247808,00000000;92,00000000;0,00023000;115964116992,00000000;108,00000000;0,00027000;163208757248,00000000;304,00000000;0,00038000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;98784247808,00000000;92,00000000;0,00023000;115964116992,00000000;108,00000000;0,00027000;163208757248,00000000;304,00000000;0,00038000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;98784247808,00000000;92,00000000;0,00023000;115964116992,00000000;108,00000000;0,00027000;158913789952,00000000;296,00000000;0,00037000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;94489280512,00000000;88,00000000;0,00022000;120259084288,00000000;112,00000000;0,00028000;158913789952,00000000;296,00000000;0,00037000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;94489280512,00000000;88,00000000;0,00022000;120259084288,00000000;112,00000000;0,00028000;154618822656,00000000;288,00000000;0,00036000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;81604378624,00000000;76,00000000;0,00019000;120259084288,00000000;112,00000000;0,00028000;154618822656,00000000;288,00000000;0,00036000;
420906795008,00000000;392,00000000;0,00098000;98784247808,00000000;92,00000000;0,00023000;77309411328,00000000;72,00000000;0,00018000;115964116992,00000000;108,00000000;0,00027000;150323855360,00000000;280,00000000;0,00035000;
412316860416,00000000;384,00000000;0,00096000;98784247808,00000000;92,00000000;0,00023000;77309411328,00000000;72,00000000;0,00018000;111669149696,00000000;104,00000000;0,00026000;141733920768,00000000;264,00000000;0,00033000;
412316860416,00000000;384,00000000;0,00096000;98784247808,00000000;92,00000000;0,00023000;77309411328,00000000;72,00000000;0,00018000;111669149696,00000000;104,00000000;0,00026000;141733920768,00000000;264,00000000;0,00033000;
412316860416,00000000;384,00000000;0,00096000;98784247808,00000000;92,00000000;0,00023000;81604378624,00000000;76,00000000;0,00019000;111669149696,00000000;104,00000000;0,00026000;141733920768,00000000;264,00000000;0,00033000;
416611827712,00000000;388,00000000;0,00097000;98784247808,00000000;92,00000000;0,00023000;81604378624,00000000;76,00000000;0,00019000;111669149696,00000000;104,00000000;0,00026000;141733920768,00000000;264,00000000;0,00033000;
416611827712,00000000;388,00000000;0,00097000;103079215104,00000000;96,00000000;0,00024000;81604378624,00000000;76,00000000;0,00019000;111669149696,00000000;104,00000000;0,00026000;137438953472,00000000;256,00000000;0,00032000;
416611827712,00000000;388,00000000;0,00097000;103079215104,00000000;96,00000000;0,00024000;81604378624,00000000;76,00000000;0,00019000;111669149696,00000000;104,00000000;0,00026000;137438953472,00000000;256,00000000;0,00032000;
416611827712,00000000;388,00000000;0,00097000;103079215104,00000000;96,00000000;0,00024000;85899345920,00000000;80,00000000;0,00020000;111669149696,00000000;104,00000000;0,00026000;137438953472,00000000;256,00000000;0,00032000;
412316860416,00000000;384,00000000;0,00096000;103079215104,00000000;96,00000000;0,00024000;85899345920,00000000;80,00000000;0,00020000;111669149696,00000000;104,00000000;0,00026000;137438953472,00000000;256,00000000;0,00032000;
412316860416,00000000;384,00000000;0,00096000;107374182400,00000000;100,00000000;0,00025000;85899345920,00000000;80,00000000;0,00020000;111669149696,00000000;104,00000000;0,00026000;133143986176,00000000;248,00000000;0,00031000;
412316860416,00000000;384,00000000;0,00096000;107374182400,00000000;100,00000000;0,00025000;90194313216,00000000;84,00000000;0,00021000;111669149696,00000000;104,00000000;0,00026000;133143986176,00000000;248,00000000;0,00031000;
412316860416,00000000;384,00000000;0,00096000;111669149696,00000000;104,00000000;0,00026000;90194313216,00000000;84,00000000;0,00021000;111669149696,00000000;104,00000000;0,00026000;128849018880,00000000;240,00000000;0,00030000;
412316860416,00000000;384,00000000;0,00096000;111669149696,00000000;104,00000000;0,00026000;94489280512,00000000;88,00000000;0,00022000;111669149696,00000000;104,00000000;0,00026000;128849018880,00000000;240,00000000;0,00030000;
412316860416,00000000;384,00000000;0,00096000;115964116992,00000000;108,00000000;0,00027000;94489280512,00000000;88,00000000;0,00022000;111669149696,00000000;104,00000000;0,00026000;124554051584,00000000;232,00000000;0,00029000;
408021893120,00000000;380,00000000;0,00095000;115964116992,00000000;108,00000000;0,00027000;98784247808,00000000;92,00000000;0,00023000;103079215104,00000000;96,00000000;0,00024000;124554051584,00000000;232,00000000;0,00029000;
408021893120,00000000;380,00000000;0,00095000;120259084288,00000000;112,00000000;0,00028000;98784247808,00000000;92,00000000;0,00023000;103079215104,00000000;96,00000000;0,00024000;120259084288,00000000;224,00000000;0,00028000;
408021893120,00000000;380,00000000;0,00095000;120259084288,00000000;112,00000000;0,00028000;103079215104,00000000;96,00000000;0,00024000;94489280512,00000000;88,00000000;0,00022000;120259084288,00000000;224,00000000;0,00028000;
408021893120,00000000;380,00000000;0,00095000;120259084288,00000000;112,00000000;0,00028000;103079215104,00000000;96,00000000;0,00024000;94489280512,00000000;88,00000000;0,00022000;115964116992,00000000;216,00000000;0,00027000;
408021893120,00000000;380,00000000;0,00095000;120259084288,00000000;112,00000000;0,00028000;107374182400,00000000;100,00000000;0,00025000;94489280512,00000000;88,00000000;0,00022000;115964116992,00000000;216,00000000;0,00027000;
408021893120,00000000;380,00000000;0,00095000;120259084288,00000000;112,00000000;0,00028000;107374182400,00000000;100,00000000;0,00025000;90194313216,00000000;84,00000000;0,00021000;115964116992,00000000;216,00000000;0,00027000;
412316860416,00000000;384,00000000;0,00096000;120259084288,00000000;112,00000000;0,00028000;107374182400,00000000;100,00000000;0,00025000;90194313216,00000000;84,00000000;0,00021000;115964116992,00000000;216,00000000;0,00027000;
412316860416,00000000;384,00000000;0,00096000;120259084288,00000000;112,00000000;0,00028000;107374182400,00000000;100,00000000;0,00025000;90194313216,00000000;84,00000000;0,00021000;111669149696,00000000;208,00000000;0,00026000;
412316860416,00000000;384,00000000;0,00096000;120259084288,00000000;112,00000000;0,00028000;111669149696,00000000;104,00000000;0,00026000;90194313216,00000000;84,00000000;0,00021000;111669149696,00000000;208,00000000;0,00026000;
412316860416,00000000;384,00000000;0,00096000;120259084288,00000000;112,00000000;0,00028000;111669149696,00000000;104,00000000;0,00026000;90194313216,00000000;84,00000000;0,00021000;111669149696,00000000;208,00000000;0,00026000;
416611827712,00000000;388,00000000;0,00097000;120259084288,00000000;112,00000000;0,00028000;111669149696,00000000;104,00000000;0,00026000;90194313216,00000000;84,00000000;0,00021000;111669149696,00000000;208,00000000;0,00026000;
416611827712,00000000;388,00000000;0,00097000;120259084288,00000000;112,00000000;0,00028000;111669149696,00000000;104,00000000;0,00026000;90194313216,00000000;84,00000000;0,00021000;107374182400,00000000;200,00000000;0,00025000;
416611827712,00000000;388,00000000;0,00097000;120259084288,00000000;112,00000000;0,00028000;111669149696,00000000;104,00000000;0,00026000;90194313216,00000000;84,00000000;0,00021000;107374182400,00000000;200,00000000;0,00025000;
420906795008,00000000;392,00000000;0,00098000;111669149696,00000000;104,00000000;0,00026000;111669149696,00000000;104,00000000;0,00026000;85899345920,00000000;80,00000000;0,00020000;103079215104,00000000;192,00000000;0,00024000;
420906795008,00000000;392,00000000;0,00098000;103079215104,00000000;96,00000000;0,00024000;107374182400,00000000;100,00000000;0,00025000;85899345920,00000000;80,00000000;0,00020000;98784247808,00000000;184,00000000;0,00023000;
416611827712,00000000;388,00000000;0,00097000;94489280512,00000000;88,00000000;0,00022000;103079215104,00000000;96,00000000;0,00024000;77309411328,00000000;72,00000000;0,00018000;90194313216,00000000;168,00000000;0,00021000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;103079215104,00000000;96,00000000;0,00024000;77309411328,00000000;72,00000000;0,00018000;90194313216,00000000;168,00000000;0,00021000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;103079215104,00000000;96,00000000;0,00024000;77309411328,00000000;72,00000000;0,00018000;90194313216,00000000;168,00000000;0,00021000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;103079215104,00000000;96,00000000;0,00024000;77309411328,00000000;72,00000000;0,00018000;90194313216,00000000;168,00000000;0,00021000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;103079215104,00000000;96,00000000;0,00024000;77309411328,00000000;72,00000000;0,00018000;85899345920,00000000;160,00000000;0,00020000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;103079215104,00000000;96,00000000;0,00024000;77309411328,00000000;72,00000000;0,00018000;85899345920,00000000;160,00000000;0,00020000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;103079215104,00000000;96,00000000;0,00024000;77309411328,00000000;72,00000000;0,00018000;85899345920,00000000;160,00000000;0,00020000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;103079215104,00000000;96,00000000;0,00024000;81604378624,00000000;76,00000000;0,00019000;85899345920,00000000;160,00000000;0,00020000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;98784247808,00000000;92,00000000;0,00023000;81604378624,00000000;76,00000000;0,00019000;81604378624,00000000;152,00000000;0,00019000;
420906795008,00000000;392,00000000;0,00098000;94489280512,00000000;88,00000000;0,00022000;98784247808,00000000;92,00000000;0,00023000;81604378624,00000000;76,00000000;0,00019000;81604378624,00000000;152,00000000;0,00019000;
420906795008,00000000;392,00000000;0,00098000;90194313216,00000000;84,00000000;0,00021000;90194313216,00000000;84,00000000;0,00021000;85899345920,00000000;80,00000000;0,00020000;77309411328,00000000;144,00000000;0,00018000;
420906795008,00000000;392,00000000;0,00098000;85899345920,00000000;80,00000000;0,00020000;90194313216,00000000;84,00000000;0,00021000;90194313216,00000000;84,00000000;0,00021000;73014444032,00000000;136,00000000;0,00017000;
420906795008,00000000;392,00000000;0,00098000;73014444032,00000000;68,00000000;0,00017000;90194313216,00000000;84,00000000;0,00021000;85899345920,00000000;80,00000000;0,00020000;64424509440,00000000;120,00000000;0,00015000;
420906795008,00000000;392,00000000;0,00098000;73014444032,00000000;68,00000000;0,00017000;90194313216,00000000;84,00000000;0,00021000;85899345920,00000000;80,00000000;0,00020000;64424509440,00000000;120,00000000;0,00015000;
